Actual,Predicted
0.69,0.6713335
0.83,0.73545015
0.62,0.57329756
0.9,0.84777784
0.72,0.6274246
0.27,0.3295863
0.1,0.17033619
0.84,0.76144207
0.75,0.6978421
0.85,0.7852924
0.83,0.7470676
0.28,0.3767641
0.45,0.44366887
0.02,0.11292957
0.24,0.28574914
0.71,0.67242455
0.03,0.11655962
0.14,0.19849223
0.58,0.5873884
0.4,0.3885804
0.55,0.52665156
0.09,0.15504438
0.88,0.7886412
0.57,0.56672615
0.36,0.43508485
0.34,0.37535897
0.17,0.27187926
0.01,0.066224635
0.37,0.39619485
0.79,0.6983061
0.39,0.43614855
0.68,0.6602839
0.31,0.3122848
0.29,0.34308684
0.66,0.6845922
0.5,0.4833855
0.62,0.5835274
0.65,0.5881154
0.82,0.7444429
0.73,0.7342652
0.64,0.5967007
0.22,0.28752777
0.92,0.84630597
0.28,0.3794481
0.6,0.5863126
0.6,0.6086033
0.25,0.29747134
0.64,0.64392126
0.68,0.69521
0.66,0.6421013
0.69,0.66582376
0.09,0.1722219
0.86,0.7974462
0.04,0.1548478
0.25,0.24297065
0.41,0.44017437
0.86,0.7868644
0.8,0.741042
0.44,0.47098553
0.84,0.7825697
0.88,0.782881
0.68,0.6560979
0.41,0.44832325
0.39,0.38522276
0.35,0.41875586
0.91,0.83803856
0.11,0.21200809
0.06,0.14987725
0.43,0.43504795
0.31,0.32881773
0.94,0.8590415
0.32,0.35004282
0.34,0.3773024
0.42,0.41413876
0.48,0.45360255
0.76,0.7352977
0.09,0.14135146
0.86,0.823806
0.61,0.5981944
0.93,0.8683287
0.09,0.1391477
0.04,0.14059097
0.31,0.3872951
0.1,0.18581977
0.15,0.23428565
0.15,0.2581524
0.94,0.831671
0.79,0.6946483
0.03,0.11330038
0.01,0.122046106
0.61,0.6031468
0.77,0.68925875
0.92,0.833852
0.29,0.304318
0.27,0.32789883
0.39,0.42947105
0.08,0.15983623
1.0,0.87705994
0.93,0.8488554
0.78,0.7250668
0.24,0.26001015
0.5,0.5284138
0.33,0.33502206
0.49,0.4810311
0.65,0.61344147
0.75,0.7002576
0.63,0.5650905
0.53,0.51714635
0.59,0.51004255
0.82,0.7435696
0.47,0.44882366
0.77,0.7436851
0.85,0.7791691
0.3,0.3604711
0.04,0.13959515
0.38,0.3828097
0.57,0.52544177
0.95,0.83437955
0.27,0.28275713
0.4,0.4197739
0.94,0.8461313
0.4,0.4214342
0.95,0.8373653
0.31,0.40495488
0.21,0.2839584
0.9,0.80183244
0.51,0.4762836
0.32,0.3442779
0.15,0.167121
0.13,0.18734097
0.48,0.47264913
0.73,0.7254246
0.86,0.7209419
0.78,0.68356586
0.16,0.22356993
0.6,0.6164501
0.84,0.7894176
0.48,0.4829041
0.41,0.43399796
0.47,0.478677
0.64,0.6100208
0.91,0.8322954
0.73,0.6731936
0.07,0.16358998
0.47,0.45516205
0.79,0.74846876
0.46,0.4823683
0.88,0.8031088
0.75,0.68407655
0.92,0.8728597
0.33,0.35717288
0.1,0.19107637
0.83,0.7369065
0.48,0.5228099
0.51,0.5553689
0.39,0.42970398
0.72,0.6824454
0.18,0.21577892
0.71,0.6621462
0.92,0.83317244
0.2,0.22188601
0.36,0.40883014
0.08,0.16096811
0.36,0.4396815
0.73,0.69944346
0.16,0.19799685
0.26,0.3614185
0.51,0.5000362
0.06,0.14319564
0.7,0.68520343
0.03,0.0885531
0.46,0.48252064
0.62,0.6058055
1.0,0.90385413
0.37,0.4242156
0.87,0.8243423
0.07,0.17683223
0.06,0.15798172
0.05,0.098483056
0.22,0.25551954
0.96,0.8445187
0.82,0.7423936
0.85,0.78129447
0.53,0.53230685
0.74,0.67695874
0.75,0.686068
0.89,0.81485224
0.17,0.19596967
0.89,0.86273146
0.87,0.80786383
0.85,0.82655686
0.03,0.08520879
0.11,0.1738202
0.14,0.26284218
0.49,0.51112926
0.24,0.2877166
0.32,0.340298
0.78,0.734706
0.23,0.24398848
0.97,0.87334776
0.76,0.71653855
0.97,0.92404974
0.52,0.53131723
0.44,0.435714
0.0,0.07008816
0.84,0.80106926
0.82,0.7315928
0.6,0.59869444
0.18,0.21198136
0.69,0.670752
0.55,0.538046
0.61,0.6233195
0.28,0.32569194
0.83,0.8017928
0.23,0.27360755
0.56,0.5805151
0.27,0.334569
0.72,0.69079083
0.38,0.43651095
0.3,0.30246726
0.35,0.38149658
0.24,0.25267547
0.34,0.40534094
0.96,0.90046245
0.19,0.23315752
0.36,0.4146899
0.07,0.1700705
0.72,0.676819
1.0,0.8876926
0.74,0.69903636
0.24,0.28354466
0.54,0.52802145
0.58,0.58290637
0.77,0.7300467
0.7,0.65536046
0.37,0.4179227
0.14,0.16967689
0.28,0.36009982
0.81,0.7233657
0.71,0.72625524
0.44,0.4559646
0.69,0.6813655
0.64,0.65276814
0.18,0.2382074
0.8,0.71161115
0.12,0.18082109
0.49,0.4896878
0.62,0.5976491
0.91,0.81718856
0.68,0.66319376
0.04,0.11381144
0.37,0.38697478
0.98,0.88986516
0.43,0.44748297
0.28,0.28626794
0.49,0.444557
0.2,0.2655194
0.86,0.81202024
0.46,0.4332673
0.74,0.69691414
0.27,0.33666524
0.93,0.83334416
0.52,0.5227287
0.23,0.26122344
0.96,0.91640854
0.81,0.7494967
0.38,0.4513496
0.3,0.33797723
0.22,0.25220424
0.94,0.9059849
0.0,0.085996464
0.63,0.6219747
0.63,0.5860888
0.98,0.8769696
0.97,0.8666738
0.45,0.47124648
0.58,0.61206716
0.05,0.14823931
0.02,0.09631868
0.41,0.43653283
0.93,0.8558023
0.91,0.81614137
0.5,0.4798844
0.52,0.5493882
0.31,0.32273012
0.01,0.07683547
0.68,0.6530695
0.87,0.8223144
0.21,0.25572172
0.76,0.72664165
0.06,0.1358886
