Actual,Predicted
0.64,0.6343698
0.18,0.3079115
0.8,0.5559051
0.12,0.35213497
0.49,0.48562196
0.62,0.621402
0.91,0.6437208
0.68,0.62445545
0.04,0.14692406
0.37,0.43225977
0.98,0.6802206
0.43,0.4687182
0.28,0.28505585
0.49,0.345314
0.2,0.28162444
0.86,0.7693257
0.46,0.4405382
0.74,0.48104498
0.27,0.4088287
0.93,0.74467844
0.52,0.485947
0.23,0.3000282
0.96,0.7668525
0.81,0.66751117
0.38,0.38442728
0.3,0.45877022
0.22,0.43694976
0.94,0.76954293
0.0,0.2807949
0.63,0.60244167
0.63,0.55657524
0.98,0.80265355
0.97,0.6905261
0.45,0.3998736
0.58,0.5326279
0.05,0.29221
0.02,0.22096606
0.41,0.49987552
0.93,0.6641048
0.91,0.75167584
0.5,0.45042554
0.52,0.45714834
0.31,0.294952
0.01,0.3115672
0.68,0.6748822
0.87,0.7844868
0.21,0.20308472
0.76,0.5999334
0.06,0.3546719
