Actual,Predicted
0.1,0.27466312
0.83,0.7830359
0.48,0.49898344
0.51,0.41436434
0.39,0.34878936
0.72,0.73064333
0.18,0.26896143
0.71,0.6526325
0.92,0.92038685
0.2,0.24035907
0.36,0.41389954
0.08,0.045958504
0.36,0.36251304
0.73,0.7147009
0.16,0.17208248
0.26,0.36049965
0.51,0.52583694
0.06,0.09014801
0.7,0.6371617
0.03,0.11822886
0.46,0.5460751
0.62,0.585481
1.0,0.9133076
0.37,0.41522172
0.87,0.75704163
0.07,0.28120112
0.06,0.1471664
0.05,0.027127761
0.22,0.29061607
0.96,1.0548207
0.82,0.7763736
0.85,0.62328476
0.53,0.45671365
0.74,0.7419674
0.75,0.81406265
0.89,0.8602522
0.17,0.30913916
0.89,0.8126077
0.87,0.6581852
0.85,0.79728985
0.03,0.24400601
0.11,0.18199527
0.14,0.093584724
0.49,0.42233816
0.24,0.22901914
0.32,0.39456254
0.78,0.8705387
0.23,0.26982966
0.97,0.8288823
0.76,0.83443826
0.97,0.8855576
0.52,0.50887614
0.44,0.49810475
0.0,0.036036678
0.84,0.7654155
0.82,0.6503821
0.6,0.6100691
0.18,0.2906778
0.69,0.75157076
0.55,0.47011822
0.61,0.5330377
0.28,0.2510901
0.83,0.9565164
0.23,0.27930427
0.56,0.54594386
0.27,0.3766433
0.72,0.63971144
0.38,0.3045259
0.3,0.33424124
0.35,0.31281847
0.24,0.22340652
0.34,0.3341677
0.96,0.9296815
0.19,0.23458114
0.36,0.44316864
0.07,0.11368309
0.72,0.60695976
1.0,0.8342723
0.74,0.6950601
0.24,0.35284138
0.54,0.4481684
0.58,0.52854806
0.77,0.7994898
0.7,0.63831264
0.37,0.28194964
0.14,0.24229193
0.28,0.39414227
0.81,0.718284
0.71,0.754446
0.44,0.45448607
0.69,0.5903733
0.64,0.62904423
0.18,0.19242653
0.8,0.77100974
0.12,0.116990015
0.49,0.31328943
0.62,0.66351694
0.91,0.8365423
0.68,0.5855945
0.04,0.016050965
0.37,0.3240661
0.98,0.8334509
0.43,0.47979587
0.28,0.3595842
0.49,0.42068183
0.2,0.27580827
0.86,0.8047643
0.46,0.45575655
0.74,0.6139691
0.27,0.45471364
0.93,0.835463
0.52,0.4963323
0.23,0.38823035
0.96,0.9617684
0.81,0.80581266
0.38,0.4571355
0.3,0.22842777
0.22,0.32939768
0.94,0.85870945
0.0,0.024497617
0.63,0.68588454
0.63,0.47847253
0.98,0.8772738
0.97,1.0499783
0.45,0.61166936
0.58,0.44689995
0.05,0.24390355
0.02,0.044306755
0.41,0.6672004
0.93,0.84953886
0.91,0.67775124
0.5,0.5201493
0.52,0.4891628
0.31,0.33223727
0.01,0.01481051
0.68,0.6444173
0.87,0.88628256
0.21,0.2869193
0.76,0.5879523
0.06,0.103264034
