Actual,Predicted
0.96,0.8349208
0.31,0.25101802
0.52,0.5235876
0.08,0.035506383
0.64,0.5787521
0.16,0.086529315
0.77,0.70112354
0.09,0.07064058
0.96,0.8529092
0.13,0.11741778
0.42,0.40420932
0.2,0.11826803
0.1,0.066631384
0.7,0.6017938
0.54,0.46142027
0.61,0.60011476
0.68,0.6116609
0.55,0.4254055
0.1,0.058512732
0.23,0.16192102
0.7,0.6158024
0.81,0.7541129
0.14,0.13450634
0.62,0.5378934
0.39,0.31750727
0.21,0.22095007
0.27,0.23192844
0.69,0.6317274
0.61,0.5324876
0.13,0.098160595
0.63,0.5908913
0.89,0.7975331
0.61,0.5709186
0.41,0.4003538
0.17,0.105639055
0.21,0.18529707
0.66,0.64291877
0.81,0.7338479
0.12,0.043855704
0.54,0.45403117
0.76,0.70350295
0.98,0.9309961
0.43,0.4270208
0.02,0.003782589
0.7,0.66010076
0.85,0.74067026
0.7,0.642354
0.72,0.65345496
0.02,-0.014056429
0.16,0.13138345
0.04,0.023726251
0.39,0.32511744
0.76,0.66260844
0.4,0.3048964
0.62,0.57889533
0.48,0.42292565
0.09,0.05890347
0.35,0.31931305
0.62,0.59004277
0.11,0.11854753
0.97,0.89013416
0.03,0.016411442
0.11,0.13371956
0.57,0.54778165
0.84,0.7714036
0.72,0.63482493
0.15,0.06486733
0.85,0.7356786
0.61,0.55388075
0.33,0.31687146
0.25,0.20693573
0.78,0.69303125
0.81,0.70397955
0.77,0.7140743
0.52,0.5100497
0.98,0.8639017
0.05,0.008271374
0.49,0.4066842
0.65,0.5860668
0.85,0.7814108
0.35,0.288827
0.18,0.13111815
0.79,0.7350751
0.28,0.2114495
0.45,0.47340816
0.84,0.7359348
0.15,0.11616918
0.52,0.42134196
0.75,0.68133074
0.62,0.55669075
0.51,0.4365224
0.82,0.71744376
0.0,-0.06446974
0.89,0.812522
0.93,0.87279576
0.42,0.3338672
0.86,0.7677962
0.87,0.7691574
0.23,0.20226929
0.27,0.24020723
0.63,0.5833501
0.7,0.6200066
0.93,0.81587785
0.6,0.54506534
0.06,-0.0040950477
0.77,0.68636245
0.57,0.5058961
0.33,0.28678384
0.22,0.15973452
0.26,0.20352307
0.69,0.5978861
0.62,0.55479443
0.24,0.15118107
0.56,0.4697218
0.6,0.54073507
0.29,0.21897939
0.18,0.103361815
0.98,0.84735984
0.22,0.18410617
0.44,0.37430385
0.07,0.11937596
0.85,0.77451426
0.0,-0.01931747
0.9,0.806807
0.4,0.3832451
0.4,0.35882735
0.08,0.048841394
0.69,0.6905915
0.36,0.3779251
0.8,0.75382197
0.82,0.6975239
0.38,0.36560118
0.03,0.009521056
0.94,0.8828999
0.87,0.77787256
0.38,0.3584991
0.25,0.20521441
0.26,0.2343907
0.93,0.8063995
0.95,0.8231116
0.24,0.19154862
0.67,0.6170421
0.1,0.0419752
0.23,0.1886513
0.06,0.07188941
0.83,0.73487955
0.5,0.41676763
0.18,0.10638776
1.0,0.91064143
0.92,0.81147474
0.47,0.34341502
0.9,0.8305848
0.89,0.82177204
0.53,0.44750008
0.73,0.7013736
0.54,0.42776105
0.49,0.47723475
0.73,0.68871
0.55,0.4465742
0.65,0.561142
0.88,0.76436704
0.16,0.11463324
1.0,0.87591624
0.2,0.18565866
0.41,0.35452998
0.11,0.09457051
0.25,0.19102758
0.8,0.7127362
0.56,0.48209324
0.99,0.8980245
0.12,0.12733704
0.77,0.7254069
0.41,0.34191453
0.74,0.5971083
0.14,0.07778271
0.02,-0.07126819
0.58,0.4611411
0.83,0.7928614
0.85,0.774112
0.09,0.052760012
0.13,0.06579328
0.19,0.14338025
0.15,0.15450922
0.43,0.41669127
0.37,0.3253347
0.03,-0.015264761
0.02,0.027202083
0.95,0.84863514
0.95,0.8768126
0.12,0.076130256
0.87,0.80063885
0.18,0.1144403
0.46,0.43517753
0.35,0.3157659
0.68,0.6603753
0.42,0.37772033
0.29,0.2776917
0.72,0.6898872
0.6,0.52904946
0.61,0.57307327
0.17,0.14865199
0.66,0.6106405
0.94,0.8476687
0.19,0.2030001
0.67,0.60300773
0.08,0.038793903
0.26,0.27663025
0.36,0.3022973
0.44,0.41682023
0.43,0.41399616
0.02,0.0040393397
0.07,0.032776702
0.32,0.25852853
0.84,0.7023391
0.51,0.4293424
1.0,0.8880958
0.38,0.3240395
0.92,0.83329695
0.68,0.6258269
0.48,0.37980738
0.79,0.69084895
0.18,0.14456919
0.74,0.6455232
0.14,0.109786704
0.01,-0.062267095
0.57,0.4639895
0.91,0.789956
0.41,0.36316097
0.1,0.047661047
0.82,0.7186828
0.0,-0.024273984
0.48,0.37295204
